,cafe_name,cafe_type,starring,visitor_review,blog_review,address,business_hours,phone_number,connection_site,description,menu,keyword,keyword_number,image_link
10,디에이,"카페,디저트",0.0,164,22,대구 북구 경진로 22-12 1층,22:40에 라스트오더,0507-1307-8519,,"경북대학교 근처 아늑하고 따뜻한 분위기의 카페입니다.

[연중무휴] 추석연휴에도 편안하게 즐기실수 있습니다!!

커피가 맛있고 저녁에는 간단한 맥주도 하고 있어 다양하게 즐길 거리가 있는 카페입니다.

배달도 하고 있으며 2만원 이상은 배달비 무료입니다.(거리가 너무 멀면 조금 청구될 수 있습니다.) 주문금액이 2만원 이하인 고객님들께는 배달비가 부담됩니다.",,"{'커피가 맛있어요': 101, '친절해요': 96, '음료가 맛있어요': 83, '집중하기 좋아요': 75, '디저트가 맛있어요': 67, '가성비가 좋아요': 54, '매장이 청결해요': 49, '대화하기 좋아요': 49, '인테리어가 멋져요': 43, '좌석이 편해요': 23, '특별한 메뉴가 있어요': 21, '화장실이 깨끗해요': 10, '뷰가 좋아요': 9, '차분한 분위기에요': 5, '사진이 잘 나와요': 5, '아늑해요': 4, '매장이 넓어요': 4, '오래 머무르기 좋아요': 4, '메뉴 구성이 알차요': 3, '야외 공간이 멋져요': 2, '컨셉이 독특해요': 1, '혼술하기 좋아요': 1, '음식이 맛있어요': 1, '양이 많아요': 1, '음악이 좋아요': 1, '종류가 다양해요': 1}",164,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230618_155%2F16870539767030JJ5N_JPEG%2FKakaoTalk_20230618_110543541_05.jpg"""
11,카페비탈,"카페,디저트",0.0,41,18,대구 북구 대현로9길 33 1층,19:50에 라스트오더,0507-1382-9780,,"경대 서문 담벼락을 따라 거닐다 보면 보이는 따뜻한 감성의 디저트 맛집, 카페 비탈 입니다.

앞으로 찾아주시는 모든 분들이 편안하게 즐기다 가실 수 있도록 정성을 다해 준비하겠습니다. :-)",,"{'디저트가 맛있어요': 27, '친절해요': 26, '커피가 맛있어요': 21, '음료가 맛있어요': 21, '인테리어가 멋져요': 21, '특별한 메뉴가 있어요': 11, '좌석이 편해요': 7, '매장이 청결해요': 7, '대화하기 좋아요': 7, '사진이 잘 나와요': 6, '가성비가 좋아요': 6, '룸이 잘 되어있어요': 5, '화장실이 깨끗해요': 3, '아늑해요': 2, '오래 머무르기 좋아요': 2, '뷰가 좋아요': 2, '차분한 분위기에요': 1}",41,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fnaverbooking-phinf.pstatic.net%2F20230502_25%2F1683025053875T4vUy_JPEG%2FKakaoTalk_20230502_194448357_10.jpg"""
12,목로카페,"카페,디저트",4.7,222,111,대구 북구 경대로17길 2,20:00에 영업 종료,053-217-2481,,"목로는 잔을 놓기 위해 기다랗게 만든 상을 의미합니다. 

카페의 특성에 맞춰 나무(木)로 만든 공간을 마련하였습니다.

맛있는 한잔을 드리도록 하겠습니다.",,"{'커피가 맛있어요': 108, '음료가 맛있어요': 58, '디저트가 맛있어요': 54, '친절해요': 54, '가성비가 좋아요': 39, '인테리어가 멋져요': 17, '특별한 메뉴가 있어요': 17, '매장이 청결해요': 17, '사진이 잘 나와요': 8, '집중하기 좋아요': 6, '주차하기 편해요': 3, '대화하기 좋아요': 2, '화장실이 깨끗해요': 2, '좌석이 편해요': 1, '음악이 좋아요': 1, '뷰가 좋아요': 1}",167,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200421_250%2F1587472404855eGNtk_JPEG%2FaygaVMoSgT6SHHBt0rnPobk4.jpg"""
13,라일락식탁,브런치,0.0,1125,320,대구 동구 동부로32길 1 2층,20:00에 라스트오더,0507-1319-1014,,"라일락식탁은 정원에 라일락나무한그루가 있는
동대구역 근처 옛주택을 개조하여 만든 공간입니다.
포근한 햇살과 아늑한 분위기에서
커피 한 잔 곁들일 수 있는 맛있는 양식당입니다^^

동대구 애리스커피 맞은편 사파키친과 눈꽃삼겹살 사이 골목길로 올라오시면 되세요",,"{'음식이 맛있어요': 917, '인테리어가 멋져요': 638, '친절해요': 485, '매장이 청결해요': 398, '특별한 메뉴가 있어요': 307, '재료가 신선해요': 306, '아늑해요': 295, '뷰가 좋아요': 251, '차분한 분위기에요': 247, '사진이 잘 나와요': 239, '메뉴 구성이 알차요': 178, '특별한 날 가기 좋아요': 106, '가성비가 좋아요': 102, '화장실이 깨끗해요': 69, '좌석이 편해요': 52, '대화하기 좋아요': 8, '양이 많아요': 4, '음식이 빨리 나와요': 3, '음악이 좋아요': 3, '야외 공간이 멋져요': 3, '매장이 넓어요': 3, '음료가 맛있어요': 2, '건강한 맛이에요': 2, '혼밥하기 좋아요': 1, '단체모임 하기 좋아요': 1}",1122,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230629_150%2F1688048581496XUp26_JPEG%2F1674305377699.jpg"""
14,스타벅스 대구복현DT점,카페,0.0,2187,105,대구 북구 대학로 150,,1522-3232,,"1. 주차가능 2. 주차장 위치-매장 전면 3. 주차가능대수-15대 4. 주차조건-조건부무료(1만원 이상 구매 시 1시간 지원(이후 10분당 500원,일 최대4시간,무료회차15분) 5. 주차요금정산방법-결제 후 발급된 주차권으로 고객이 직접 무인정산기 사전 정산 필요(카드결제만 가능)",,"{'커피가 맛있어요': 1048, '친절해요': 525, '음료가 맛있어요': 484, '디저트가 맛있어요': 399, '매장이 청결해요': 394, '대화하기 좋아요': 280, '주차하기 편해요': 264, '인테리어가 멋져요': 243, '좌석이 편해요': 217, '집중하기 좋아요': 176, '화장실이 깨끗해요': 147, '특별한 메뉴가 있어요': 123, '뷰가 좋아요': 79, '가성비가 좋아요': 61, '사진이 잘 나와요': 50, '매장이 넓어요': 10, '오래 머무르기 좋아요': 4, '비싼 만큼 가치있어요': 3, '아늑해요': 1, '주문제작을 잘해줘요': 1, '음식이 빨리 나와요': 1, '음식이 맛있어요': 1, '아이와 가기 좋아요': 1, '양이 많아요': 1, '메뉴 구성이 알차요': 1}",2143,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png"""
15,헤이차일드,아이스크림,4.64,308,563,대구 동구 동부로32길 9 1층,22:00에 영업 종료,053-217-1221,,"안녕하세요!
대구 로컬 수제 젤라또샵 헤이차일드 입니다.

헤이차일드(Hey,child!)는
매장에서 직접 신선한 재료를 사용하여
젤라또를 만들어 판매합니다.

밀도있는 쫀득한 식감의 밀크젤라또와
재료 본연의 맛을 살려 만든 소르베사
준비되어 있습니다.

헤이차일드를 찾아주시는 손님들께
늘 좋은 재료와 변함없는 맛으로 보답하겠습니다.",,,,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220802_146%2F1659375487405DEx2C_JPEG%2F5244B59B-7EF6-4511-925C-4D1BF9A9C3E0.jpeg"""
16,카페유어프레즌트 동대구점,"카페,디저트",0.0,322,289,대구 동구 동부로32길 12 1층,23:00에 영업 종료,070-7672-1234,,"소금라떼, 크로플, 흑임자커피가 유명한 카페유어프레즌트가 동대구에서 5번째 이야기를 시작합니다.",,,,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220416_37%2F1650082225559zJwx7_JPEG%2FCE8FCF2C-FD83-466F-A5AB-BA9FF97BF30C.jpeg"""
17,플러스82 대구직영점,"카페,디저트",0.0,64,35,대구 북구 대학로23길 37 1층,연중무휴,0507-1491-3536,,"<플러스82 카페 대구 직영점>
경북대 북문에 위치해 있는 홀과 배달 전문 50평대 대형 카페 입니다 :)
--------------------------------------------------------------
홀과 완벽히 분리된 공간과 전 자리 콘센트가 구비 되어 있는 누구나 이용 가능한 스터디룸 준비 되어있습니다 :)
--------------------------------------------------------------
직영점인만큼 보다 위생적이고 보다 맛있는 맛으로 보답 드리겠습니다. 감사합니다 :)",,"{'커피가 맛있어요': 34, '디저트가 맛있어요': 27, '인테리어가 멋져요': 24, '음료가 맛있어요': 20, '가성비가 좋아요': 17, '특별한 메뉴가 있어요': 15, '대화하기 좋아요': 13, '매장이 청결해요': 11, '친절해요': 8, '집중하기 좋아요': 8, '좌석이 편해요': 5, '사진이 잘 나와요': 4, '뷰가 좋아요': 4, '차분한 분위기에요': 3, '매장이 넓어요': 3, '메뉴 구성이 알차요': 1, '음악이 좋아요': 1, '비싼 만큼 가치있어요': 1, '오래 머무르기 좋아요': 1, '화장실이 깨끗해요': 1, '종류가 다양해요': 1}",63,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230816_213%2F1692156726466YRdnT_JPEG%2F%25B3%25D7%25C0%25CC%25B9%25F6_%25B8%25DE%25C0%25CE%25B7%25CE%25B0%25ED.jpg"""
18,프랭크프랭크,"카페,디저트",4.54,707,812,대구 동구 동부로32길 20-1,21:00에 영업 종료,0507-1448-8550,,프랭크 커피와 팬케이크가 맛있는 카페,,"{'커피가 맛있어요': 288, '친절해요': 187, '디저트가 맛있어요': 175, '음료가 맛있어요': 151, '인테리어가 멋져요': 143, '사진이 잘 나와요': 73, '특별한 메뉴가 있어요': 73, '대화하기 좋아요': 68, '매장이 청결해요': 67, '뷰가 좋아요': 23, '가성비가 좋아요': 20, '화장실이 깨끗해요': 14, '좌석이 편해요': 13, '집중하기 좋아요': 6, '야외 공간이 멋져요': 2, '빵이 맛있어요': 1, '아늑해요': 1, '음식이 빨리 나와요': 1, '음악이 좋아요': 1, '주차하기 편해요': 1, '반려동물과 가기 좋아요': 1}",538,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210206_34%2F1612574453839FFB8A_JPEG%2FQxTmw2AZhw9t-y5dtr4jkI9z.jpeg.jpg"""
19,또도,"카페,디저트",0.0,19,7,대구 동구 신암북로11길 64,11/16 휴무,0507-1447-4442,,"디저트(휘낭시에, 스콘, 에그타르트, 케이크 등) 및 커피 판매",,"{'디저트가 맛있어요': 17, '친절해요': 16, '커피가 맛있어요': 14, '가성비가 좋아요': 7, '매장이 청결해요': 7, '특별한 메뉴가 있어요': 6, '음료가 맛있어요': 5, '인테리어가 멋져요': 5, '선물하기 좋아요': 1, '메뉴 구성이 알차요': 1, '주차하기 편해요': 1}",19,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230625_225%2F1687692592958R6GnJ_JPEG%2FIMG_20230617_141924_693.jpg"""
20,타르트에반하다,베이커리,4.87,128,175,대구 북구 산격로6길 10-2,24:00에 영업 종료,0507-1436-3409,,2013년 부터 시작된 수제타르트 전문점입니다.,,"{'빵이 맛있어요': 39, '친절해요': 26, '특별한 메뉴가 있어요': 15, '음료가 맛있어요': 12, '가성비가 좋아요': 12, '매장이 청결해요': 12, '대화하기 좋아요': 6, '커피가 맛있어요': 5, '인테리어가 멋져요': 5, '집중하기 좋아요': 5, '디저트가 맛있어요': 3, '화장실이 깨끗해요': 2, '종류가 다양해요': 2, '좌석이 편해요': 1, '음식이 빨리 나와요': 1, '재료가 신선해요': 1, '메뉴 구성이 알차요': 1, '사진이 잘 나와요': 1}",71,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200218_265%2F1582006642350wgfGD_JPEG%2Fdry1hQOXJmvfOuVwJORKKWLu.jpg"""
21,주비 두루 향기롭다,"카페,디저트",4.7,154,160,대구 북구 대학로15길 17-1 주비 두루향기롭다,23:30에 라스트오더,053-954-0566,,"낮에는 카페로 밤에는 칵테일/위스키 바로 운영됩니다.
어느 시간에 오시든 멋진 음악을 들을 수 있습니다.",,"{'음료가 맛있어요': 32, '친절해요': 31, '인테리어가 멋져요': 28, '대화하기 좋아요': 25, '커피가 맛있어요': 24, '디저트가 맛있어요': 23, '특별한 메뉴가 있어요': 14, '좌석이 편해요': 12, '매장이 청결해요': 10, '가성비가 좋아요': 8, '집중하기 좋아요': 7, '사진이 잘 나와요': 6, '화장실이 깨끗해요': 6, '차분한 분위기에요': 2, '아늑해요': 2, '음악이 좋아요': 1, '종류가 다양해요': 1}",86,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230912_114%2F1694506138037kKXnV_JPEG%2FIMG_7223.jpeg"""
22,후루룹찹찹,"카페,디저트",0.0,83,7,대구 북구 경대로 125 1층,22:00에 영업 종료,0507-1388-0785,,"과일탕후루 : (샤인머스켓, 블랙사파이어 포도, 귤, 스테비아토망고, 딸기 등 : 3000원 ~ 4000원
커피 : 아메리카노 2800원, 라떼(바닐라라떼) 3300원 디카페인 콜드브루 3500원
스무디 : (플레인, 블루베리, 딸기, 복숭아) : 4000원
에이드 : (레몬, 자몽, 청포도) : 4000원
주스 : (샤인머스켓, 블랙사파이어, 생귤, 스테비아방울토마토) : 4500원
아이스티 (복숭아, 자두) : 3000원",,,,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20231011_105%2F16969841280848yS4n_JPEG%2FB7EB9E85-090E-4D78-B1A4-8F17497F540D.jpeg"""
23,루트커피,"카페,디저트",4.67,1171,58,대구 북구 대학로 107 1-3층,24:00에 영업 종료,053-955-5999,,,,,,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190618_129%2F1560850982788gv9Ro_JPEG%2FOKvabcnsNyUVWshnvw3Wbxb0.jpg"""
24,이디피샵,"카페,디저트",0.0,130,60,대구 동구 동부로32길 6 지하1층,22:00에 영업 종료,010-9598-5725,,"커피와 디저트, 핑거푸드와 와인,맥주를 즐길 수 있는 공간",,,,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20221130_298%2F1669794557420JCATN_JPEG%2F868F3FCB-0D7D-4A42-8BE6-29CD0D626FB8.jpeg"""
25,디에이,"카페,디저트",0.0,164,22,대구 북구 경진로 22-12 1층,22:40에 라스트오더,0507-1307-8519,,"경북대학교 근처 아늑하고 따뜻한 분위기의 카페입니다.

[연중무휴] 추석연휴에도 편안하게 즐기실수 있습니다!!

커피가 맛있고 저녁에는 간단한 맥주도 하고 있어 다양하게 즐길 거리가 있는 카페입니다.

배달도 하고 있으며 2만원 이상은 배달비 무료입니다.(거리가 너무 멀면 조금 청구될 수 있습니다.) 주문금액이 2만원 이하인 고객님들께는 배달비가 부담됩니다.",,,,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20230618_155%2F16870539767030JJ5N_JPEG%2FKakaoTalk_20230618_110543541_05.jpg"""
26,스타벅스 신세계대구8FR점,카페,4.55,5929,193,대구 동구 신천동 329-3,21:30에 영업 종료,1522-3232,,1.주차가능 2.주차장위치-신세계백화점 지하주차장 3.주차가능대수-100대이상 4.주차조건-매장이용시 1시간 무료주차 5.주차요금정산방법-파트너 시스템 전산등록,,"{'커피가 맛있어요': 1980, '음료가 맛있어요': 897, '친절해요': 726, '디저트가 맛있어요': 542, '매장이 청결해요': 418, '주차하기 편해요': 344, '대화하기 좋아요': 329, '인테리어가 멋져요': 288, '특별한 메뉴가 있어요': 270, '화장실이 깨끗해요': 162, '좌석이 편해요': 159, '가성비가 좋아요': 136, '뷰가 좋아요': 131, '사진이 잘 나와요': 89, '집중하기 좋아요': 68, '종류가 다양해요': 4, '매장이 넓어요': 2, '빵이 맛있어요': 1, '주문제작을 잘해줘요': 1, '음식이 빨리 나와요': 1, '음식이 맛있어요': 1, '비싼 만큼 가치있어요': 1, '룸이 잘 되어있어요': 1}",3742,"""https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190828_93%2F1566953601239OT9MQ_PNG%2FxX7Wv642gXMoTI0DAv0hRymS.png"""
